document_number,abstract,action,agencies,agency_names,effective_on,publication_date,significant,subtype,title,topics,type,Search Term
2017-13872,,,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'Bureau of Industry and Security', 'name': 'Industry and Security Bureau', 'id': 241, 'url': 'https://www.federalregister.gov/agencies/industry-and-security-bureau', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/241.json', 'parent_id': 54, 'slug': 'industry-and-security-bureau'}]","['Commerce Department', 'Industry and Security Bureau']",,2017-07-03,,,Emerging Technology and Research Advisory Committee; Notice of Partially Closed Meeting,[],Notice,Big Data
2017-10499,"In accordance with the Federal Advisory Committee Act, as amended, the National Aeronautics and Space Administration (NASA) announces a meeting of the Ad Hoc Task Force on Big Data. This task force reports to the NASA Advisory Council's Science Committee. The meeting will be held for the purpose of soliciting and discussing, from the scientific community and other persons, scientific and technical information relevant to big data.",Notice of meeting.,"[{'raw_name': 'NATIONAL AERONAUTICS AND SPACE ADMINISTRATION', 'name': 'National Aeronautics and Space Administration', 'id': 301, 'url': 'https://www.federalregister.gov/agencies/national-aeronautics-and-space-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/301.json', 'parent_id': None, 'slug': 'national-aeronautics-and-space-administration'}]",['National Aeronautics and Space Administration'],,2017-05-23,,,NASA Advisory Council Science Committee Ad Hoc Task Force on Big Data; Meeting,[],Notice,Big Data
2017-08129,,,"[{'raw_name': 'DEPARTMENT OF VETERANS AFFAIRS', 'name': 'Veterans Affairs Department', 'id': 520, 'url': 'https://www.federalregister.gov/agencies/veterans-affairs-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/520.json', 'parent_id': None, 'slug': 'veterans-affairs-department'}]",['Veterans Affairs Department'],,2017-04-21,,,National Research Advisory Council; Notice of Meeting,[],Notice,Big Data
2017-05640,"Notice is hereby given of a meeting of the U.S. Integrated Ocean Observing System (IOOS[supreg]) Advisory Committee (Committee) in Washington, DC.",Notice of open meeting.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Oceanic and Atmospheric Administration', 'name': 'National Oceanic and Atmospheric Administration', 'id': 361, 'url': 'https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/361.json', 'parent_id': 54, 'slug': 'national-oceanic-and-atmospheric-administration'}]","['Commerce Department', 'National Oceanic and Atmospheric Administration']",,2017-03-22,,,U.S. Integrated Ocean Observing System (IOOS®) Advisory Committee,[],Notice,Big Data
2017-05460,"In accordance with the Federal Advisory Committee Act, as amended, the National Aeronautics and Space Administration (NASA) announces a meeting of the Science Committee of the NASA Advisory Council (NAC). This Committee reports to the NAC. The meeting will be held for the purpose of soliciting, from the scientific community and other persons, scientific and technical information relevant to program planning.",Notice of meeting.,"[{'raw_name': 'NATIONAL AERONAUTICS AND SPACE ADMINISTRATION', 'name': 'National Aeronautics and Space Administration', 'id': 301, 'url': 'https://www.federalregister.gov/agencies/national-aeronautics-and-space-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/301.json', 'parent_id': None, 'slug': 'national-aeronautics-and-space-administration'}]",['National Aeronautics and Space Administration'],,2017-03-20,,,NASA Advisory Council; Science Committee; Meeting,[],Notice,Big Data
2017-04460,,,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'Bureau of Industry and Security', 'name': 'Industry and Security Bureau', 'id': 241, 'url': 'https://www.federalregister.gov/agencies/industry-and-security-bureau', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/241.json', 'parent_id': 54, 'slug': 'industry-and-security-bureau'}]","['Commerce Department', 'Industry and Security Bureau']",,2017-03-07,,,Emerging Technology and Research Advisory Committee; Notice of Partially Closed Meeting,[],Notice,Big Data
2017-03361,"The Consumer Financial Protection Bureau (CFPB or Bureau) seeks information about the use or potential use of alternative data and modeling techniques in the credit process. Alternative data and modeling techniques are changing the way that some financial service providers conduct business. These changes hold the promise of potentially significant benefits for some consumers but also present certain potentially significant risks. The Bureau seeks to learn more about current and future market developments, including existing and emerging consumer benefits and risks, and how these developments could alter the marketplace and the consumer experience. The Bureau also seeks to learn how market participants are or could be mitigating certain risks to consumers, and about consumer preferences, views, and concerns.",Notice and request for information.,"[{'raw_name': 'BUREAU OF CONSUMER FINANCIAL PROTECTION', 'name': 'Consumer Financial Protection Bureau', 'id': 573, 'url': 'https://www.federalregister.gov/agencies/consumer-financial-protection-bureau', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/573.json', 'parent_id': None, 'slug': 'consumer-financial-protection-bureau'}]",['Consumer Financial Protection Bureau'],,2017-02-21,,,Request for Information Regarding Use of Alternative Data and Modeling Techniques in the Credit Process,[],Notice,Big Data
2017-03377,,,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'Bureau of Industry and Security', 'name': 'Industry and Security Bureau', 'id': 241, 'url': 'https://www.federalregister.gov/agencies/industry-and-security-bureau', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/241.json', 'parent_id': 54, 'slug': 'industry-and-security-bureau'}]","['Commerce Department', 'Industry and Security Bureau']",,2017-02-21,,,Emerging Technology and Research Advisory Committee; Notice of Partially Closed Meeting,[],Notice,Big Data
2017-03176,"The Food and Drug Administration (FDA) Cincinnati District, in co-sponsorship with Xavier University, is announcing a public conference entitled ``FDA/Xavier University PharmaLink Conference: Leadership in a Global Supply Chain.'' The PharmaLink conference seeks solutions to important and complicated issues by aligning with the strategic priorities of FDA, and includes presentations from key FDA officials and industry experts.",Notice of public conference.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Food and Drug Administration', 'name': 'Food and Drug Administration', 'id': 199, 'url': 'https://www.federalregister.gov/agencies/food-and-drug-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/199.json', 'parent_id': 221, 'slug': 'food-and-drug-administration'}]","['Health and Human Services Department', 'Food and Drug Administration']",,2017-02-17,,,Food and Drug Administration/Xavier University PharmaLink Conference-Leadership in a Global Supply Chain,[],Notice,Big Data
2017-02848,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",,2017-02-13,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Big Data
