document_number,abstract,action,agencies,agency_names,effective_on,publication_date,significant,subtype,title,topics,type,Search Term
E8-20906,,,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,2008-09-09,,,"Office of Special Education and Rehabilitative Services (OSERS), Overview Information; National Institute on Disability and Rehabilitation Research (NIDRR)-Small Business Innovation Research Program (SBIR)-Phase I; Notice Inviting Applications for New Awards for Fiscal Year (FY) 2009",[],Notice,Artificial Intelligence
E7-16609,,,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,2007-08-22,,,Office of Special Education and Rehabilitative Services (OSERS); Overview Information; National Institute on Disability and Rehabilitation Research (NIDRR)-Small Business Innovative Research Program (SBIR)-Phase I Notice Inviting Applications for New Awards for Fiscal Year (FY) 2008.,[],Notice,Artificial Intelligence
E6-19491,,,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,2006-11-17,,,Office of Special Education and Rehabilitative Services; Overview Information; National Institute on Disability and Rehabilitation Research (NIDRR)-Small Business Innovative Research Program (SBIR)-Phase I; Notice Inviting Applications for New Awards for Fiscal Year (FY) 2007,[],Notice,Artificial Intelligence
06-1255,"The Assistant Secretary for Special Education and Rehabilitative Services (OSERS) publishes the Final Long-Range Plan (Final Plan) for the National Institute on Disability and Rehabilitation Research (NIDRR) for FY 2005 through 2009. As required by the Rehabilitation Act of 1973, as amended (Act), the Assistant Secretary takes this action to outline priorities for rehabilitation research, demonstration projects, training, and related activities, and to explain the basis for these priorities.",Notice of Final Long-Range Plan for Fiscal Years (FY) 2005- 2009.,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,2006-02-15,,,National Institute on Disability and Rehabilitation Research-Notice of Final Long-Range Plan for Fiscal Years 2005-2009,[],Notice,Artificial Intelligence
E6-126,,,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,2006-01-10,,,Office of Special Education and Rehabilitative Services; Overview Information; National Institute on Disability and Rehabilitation Research (NIDRR)-Small Business Innovative Research Program (SBIR); Notice Inviting Applications for New Awards for Fiscal Year (FY) 2006,[],Notice,Artificial Intelligence
05-14741,"The Assistant Secretary for Special Education and Rehabilitative Services (OSERS) proposes the National Institute on Disability and Rehabilitation Research's (NIDRR) Long-Range Plan (Plan) for fiscal years 2005 through 2009. As required by the Rehabilitation Act of 1973, as amended, the Assistant Secretary takes this action to outline priorities for rehabilitation research, demonstration projects, training, and related activities, and to explain the basis for these priorities.",Notice of proposed long-range plan for fiscal years 2005-2009.,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,2005-07-27,,,National Institute on Disability and Rehabilitation Research-Notice of Proposed Long-Range Plan for Fiscal Years 2005-2009,[],Notice,Artificial Intelligence
03-29831,,,"[{'raw_name': 'DEPARTMENT OF JUSTICE', 'name': 'Justice Department', 'id': 268, 'url': 'https://www.federalregister.gov/agencies/justice-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/268.json', 'parent_id': None, 'slug': 'justice-department'}, {'raw_name': 'Antitrust Division', 'name': 'Antitrust Division', 'id': 23, 'url': 'https://www.federalregister.gov/agencies/antitrust-division', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/23.json', 'parent_id': 268, 'slug': 'antitrust-division'}]","['Justice Department', 'Antitrust Division']",,2003-12-01,,,Notice Pursuant to the National Cooperative Research and Production Act of 1993-Grinding Optimization Venture,[],Notice,Artificial Intelligence
02-30917,"The Office of Advanced Scientific Computing Research (ASCR) of the Office of Science (SC), U.S. Department of Energy (DOE), hereby announces its interest in receiving applications for grants in support of its Early Career Principal Investigator Program. The purpose of this program is to support research in applied mathematics, collaboratory research, computer science, and networks performed by exceptionally talented scientists and engineers early in their careers. The full text of Program Notice 03-11 is available via the Internet using the following Web site address: http://www.science.doe.gov/production/ grants/grants.html.",Notice inviting grant applications.,"[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136.json', 'parent_id': None, 'slug': 'energy-department'}]",['Energy Department'],,2002-12-06,,,"Office of Science Financial Assistance Program Notice 03-11: Early Career Principal Investigator Program in Applied Mathematics, Collaboratory Research, Computer Science, and High-Performance Networks",[],Notice,Artificial Intelligence
01-31503,,Notice inviting applications for new awards for fiscal year (FY) 2002.,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,2001-12-21,,,"Office of Educational Research and Improvement (OERI), Cognition and Student Learning (CASL) Research Grant Program",[],Notice,Artificial Intelligence
01-14365,The National Institute of Child Health & Human Development is seeking at least one Collaborator to participate in a CRADA to develop computer software that will assist in the diagnostic and clinical management of amenorrhea.,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",,2001-06-07,,,National Institute of Child Health & Human Development (NICHD): Opportunity for Cooperative Research and Development Agreement (CRADA),[],Notice,Artificial Intelligence
01-2372,"The Offices of Advanced Scientific Computing Research (ASCR) and Biological and Environmental Research (OBER) of the Office of Science (SC), U.S. Department of Energy, hereby announce interest in receiving applications for grants in support of computational modeling and simulation of biological systems. The goal of this program is to enable the use of terascale computers to explore fundamental biological processes and predict the behavior of a broad range of protein interactions and molecular pathways in prokaryotic microbes of importance to DOE. This goal will be achieved through the creation of scientific simulation codes that are high performance, scalable to hundreds of nodes and thousands of processors, and able to evolve over time and be ported to future generations of high performance computers. The research efforts being sought under this Program Notice will take advantage of extensive information inferred from the complete DNA sequence, such as the genetics and the biochemical processes available for a well-characterized prokaryotic microbe; for example, Escherichia coli (E. coli). This notice encourages applications from the disciplines of applied mathematics and computer science in partnership with microbiology, molecular biology, biochemistry and structural and computational biology to combine information available on a well characterized prokaryotic microbe with advanced mathematics and computer science to enable this new understanding. This announcement is being issued in parallel with Program Notice 01-20, the Microbial Cell Project. Together, they represent a planned first step in an ambitious effort to understand the functions of the proteins in a prokaryotic microbial cell, to understand their interactions as they form pathways that carry out DOE-relevant activities, and to eventually build predictive models for microbial activities that address DOE mission needs.",Notice inviting grant applications.,"[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136.json', 'parent_id': None, 'slug': 'energy-department'}]",['Energy Department'],,2001-01-26,,,Office of Science; Office of Science Financial Assistance Program Notice 01-21; Advanced Modeling and Simulation of Biological Systems,[],Notice,Artificial Intelligence
99-31293,"The Secretary published a proposed Long-Range Plan for Fiscal Years 1999-2003 on October 26, 1998 (63 FR 57189-57219) and took public comments. The Final Long-Range Plan (the Plan) and the analysis of comments and responses were published on August 20, 1999 (64 FR 45744- 45784). However, the Long-Range Plan of that publication contained many typographical errors that contradicted the sense and meaning of the Plan. Therefore, NIDRR republishes, with corrections, this version of the Plan that replaces the August 20, 1999 Final Long-Range Plan. There are no corrections to the comments and responses section that was published on August 20, 1999, and that section is not republished; interested parties may refer back to the earlier version. The Secretary presents a Final Long-Range Plan (the Plan) for the National Institute on Disability and Rehabilitation Research (NIDRR) for fiscal years (FY) 1999-2003. As required by the Rehabilitation Act of 1973, as amended, the Secretary takes this action to outline priorities for rehabilitation research, demonstration projects, training, and related activities, and to explain the basis for these priorities.",Correction notice for the final long-range plan for fiscal years 1999-2003.,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,1999-12-07,,,National Institute on Disability and Rehabilitation Research,[],Notice,Artificial Intelligence
98-31387,"The Food and Drug Administration (FDA) is announcing the availability of a document entitled ``FDA Plan for Statutory Compliance'' (the plan). This document is the agency's response to section 406(b) of the Food and Drug Administration Modernization Act of 1997 (FDAMA), which requires the Secretary of the Department of Health and Human Services (the Secretary) to develop a plan bringing the agency into compliance with the requirements of the Federal Food, Drug, and Cosmetic Act (the act).",Notice of availability.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Food and Drug Administration', 'name': 'Food and Drug Administration', 'id': 199, 'url': 'https://www.federalregister.gov/agencies/food-and-drug-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/199.json', 'parent_id': 221, 'slug': 'food-and-drug-administration'}]","['Health and Human Services Department', 'Food and Drug Administration']",,1998-11-24,,,FDA Plan for Statutory Compliance,[],Notice,Artificial Intelligence
98-30557,"The DOE Office of Energy Efficiency and Renewable Energy (EERE) has a continuing interest in receiving applications for grants and cooperative agreements supporting renewable energy and energy efficiency basic research, directed and applied research, cooperative demonstrations, and related activities. The Broad Based Solicitation will provide specific information and will consist of two parts: the first part is generic and will consist of guidelines and requirements for submitting applications; the second part will be specific to designated program areas of interest and will consist of individual supplemental announcements issued at a later date. These individual supplemental announcements will contain technology specific information, anticipated programmatic funding levels, eligibility requirements, evaluation criteria, any cost sharing requirements, application deadlines, and any other requirements specific to the supplemental announcements. Notices of release of the detailed supplemental announcements will be published separately in the Federal Register as they become available. It is anticipated that the initial supplemental announcements will be in the following program areas: (1) Innovative technologies that will increase the efficiency or lower the cost of producing and converting biomass to transportation fuels; (2) demonstration programs to obtain operational data regarding alternative fuel and advanced technologies for use by fleet managers in making vehicle acquisition decisions; (3) research, development and demonstration of innovative concepts applicable to trucks and other heavy vehicles so they can be more energy efficient and able to use alternative fuels while simultaneously reducing emissions; (4) the use of artificial intelligence techniques to synthesize and extract patterns of heavy-duty truck performance under a variety of real-world operating conditions from real-time operational data on fuel efficiency, cost effectiveness, and emissions of heavy-duty trucks; (5) component technology development in the areas of hydrogen production, storage, and utilization; and (6) geothermal technology innovation in the areas of drilling, energy conversion, fracture detection and analysis, heat recovery systems, by-product recovery, and waste management. All information regarding the solicitation will be posted on the DOE Golden Field Office Home page at the address identified below.","Notice of solicitation number DE-PS36-99GO10383, broad based solicitation for submission of financial assistance applications involving research, development, and demonstration for renewable energy and energy efficiency technologies.","[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136.json', 'parent_id': None, 'slug': 'energy-department'}, {'raw_name': 'Office of Energy Efficiency and Renewable Energy', 'name': 'Energy Efficiency and Renewable Energy Office', 'id': 137, 'url': 'https://www.federalregister.gov/agencies/energy-efficiency-and-renewable-energy-office', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/137.json', 'parent_id': 136, 'slug': 'energy-efficiency-and-renewable-energy-office'}]","['Energy Department', 'Energy Efficiency and Renewable Energy Office']",,1998-11-16,,,Golden Field Office; Broad Based Solicitation for Submission of Financial Assistance,[],Notice,Artificial Intelligence
98-28474,"The Secretary proposes a Long-Range Plan (LRP) for the National Institute on Disability and Rehabilitation Research (NIDRR) for fiscal years (FY) 1999-2004. As required by the Rehabilitation Act of 1973, as amended, the Secretary takes this action to outline priorities for rehabilitation research, demonstration projects, training, and related activities, and to explain the basis for these priorities.",,"[{'raw_name': 'DEPARTMENT OF EDUCATION', 'name': 'Education Department', 'id': 126, 'url': 'https://www.federalregister.gov/agencies/education-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/126.json', 'parent_id': None, 'slug': 'education-department'}]",['Education Department'],,1998-10-26,,,National Institute on Disability and Rehabilitation Research; Notice of Proposed Long-Range Plan for Fiscal Years 1999-2004,[],Notice,Artificial Intelligence
97-30121,"The Offices of Energy Research (ER) and Environmental Management (EM), U.S. Department of Energy, hereby announce their interest in receiving grant applications for performance of innovative, fundamental research to support specifically activities for facility decontamination and decommissioning (D&D); which include, but are not limited to, the characterization, monitoring, and certification of contaminated equipment and facilities; contaminant removal, contaminant control of various treatment processes; the treatment, removal, and stabilization of DOE D&D-derived radioactive, hazardous chemical, and mixed wastes.",Notice inviting grant applications.,"[{'raw_name': 'DEPARTMENT OF ENERGY', 'name': 'Energy Department', 'id': 136, 'url': 'https://www.federalregister.gov/agencies/energy-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/136.json', 'parent_id': None, 'slug': 'energy-department'}, {'raw_name': 'Office of Energy Research', 'name': 'Energy Research Office', 'id': 140, 'url': 'https://www.federalregister.gov/agencies/energy-research-office', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/140.json', 'parent_id': 136, 'slug': 'energy-research-office'}]","['Energy Department', 'Energy Research Office']",,1997-11-17,,,Office of Environmental Management; Energy Research Financial Assistance Program Notice 98-04; Environmental Management Science Program: Research Related to Decontamination and Decommissioning of Facilities,[],Notice,Artificial Intelligence
97-18514,"This document revises and updates the Federal Aviation Regulations to require that certain airplanes be equipped to accommodate additional digital flight data recorder (DFDR) parameters. These revisions follow a series of safety recommendations issued by the National Transportation Safety Board (NTSB), and the Federal Aviation Administration's (FAA) decision that the DFDR rules should be revised to upgrade recorder capabilities in most transport airplanes. These revisions will require additional information to be collected to enable more thorough accident or incident investigation and to enable industry to predict certain trends and make necessary modifications before an accident or incident occurs.",Final rule.,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492.json', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Aviation Administration', 'name': 'Federal Aviation Administration', 'id': 159, 'url': 'https://www.federalregister.gov/agencies/federal-aviation-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/159.json', 'parent_id': 492, 'slug': 'federal-aviation-administration'}]","['Transportation Department', 'Federal Aviation Administration']",,1997-07-17,True,,Revisions to Digital Flight Data Recorder Rules,[],Rule,Artificial Intelligence
96-25030,,"one license covered internal pagination and the other license covered the use of text copied by Mead from West books. In addition, the 1988 agreements were not an arms length negotiation, and moreover, involved the only two companies in the industry.","[{'raw_name': 'DEPARTMENT OF JUSTICE', 'name': 'Justice Department', 'id': 268, 'url': 'https://www.federalregister.gov/agencies/justice-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/268.json', 'parent_id': None, 'slug': 'justice-department'}, {'raw_name': 'Antitrust Division', 'name': 'Antitrust Division', 'id': 23, 'url': 'https://www.federalregister.gov/agencies/antitrust-division', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/23.json', 'parent_id': 268, 'slug': 'antitrust-division'}]","['Justice Department', 'Antitrust Division']",,1996-10-11,,,Public Comments and Plaintiff's Response; United States of America v. The Thomson Corporation and West Publishing Company,[],Notice,Artificial Intelligence
96-16452,,,"[{'raw_name': 'SECURITIES AND EXCHANGE COMMISSION', 'name': 'Securities and Exchange Commission', 'id': 466, 'url': 'https://www.federalregister.gov/agencies/securities-and-exchange-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/466.json', 'parent_id': None, 'slug': 'securities-and-exchange-commission'}]",['Securities and Exchange Commission'],,1996-06-27,,,"Filings Under the Public Utility Holding Company Act of 1935, As Amended (``Act'')",[],Notice,Artificial Intelligence
96-14329,"In this final rule, the Department of Housing and Urban Development is revising Regulation X, which implements the Real Estate Settlement Procedures Act of 1974 (RESPA). This rule completes a process that started with a public hearing and comment period on August 6, 1993, followed by a proposed rule published on July 21, 1994. In the interest of protecting consumers from practices prohibited by RESPA, while making available to consumers the potential benefits of innovative business arrangements, this rule withdraws an exemption for employer-employee payments, introduces two more-limited exemptions for payments that would otherwise be prohibited by the statute--employer payments to managerial employees and employees who do not perform settlement services in any transaction. In addition, to relieve any uncertainty, the rule adds an additional exemption to clarify that payments made to an employer's own bona fide employee for generating business for that employer are permissible. The rule also revises certain controlled business disclosure requirements. HUD has chosen to use its exemption authority under Section 8(c)(5) of RESPA, having consulted with other Federal agencies as required by that provision, as well as the authority under Section 19(a) of RESPA, to permit these payments. The rule also withdraws an exemption for payments made by borrowers for computer loan origination (CLO) services, because the exemption was found to be of little benefit to consumers or the loan origination industry. However, in order to assure that consumers in the mortgage lending marketplace continue to benefit from technological innovation, simultaneously with the publication of this rule, the Department is issuing a Statement of Policy analyzing payments for CLOs under the RESPA regulations. In addition, the Department is simultaneously publishing two other Statements of Policy on issues raised by comments on the proposed rule, although not directly related to the proposed rule, and which involve interpretation rather than new rulemaking.",Final rule.,"[{'raw_name': 'Final Rules'}, {'raw_name': 'DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT', 'name': 'Housing and Urban Development Department', 'id': 228, 'url': 'https://www.federalregister.gov/agencies/housing-and-urban-development-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/228.json', 'parent_id': None, 'slug': 'housing-and-urban-development-department'}]","['Final Rules', 'Housing and Urban Development Department']",1996-10-07,1996-06-07,True,,"Office of the Assistant Secretary for HousingFederal Housing Commissioner; Amendments to Regulation X, the Real Estate Settlement Procedures Act: Withdrawal of Employer-Employee and Computer Loan Origination Systems (CLOs) Exemptions",[],Rule,Artificial Intelligence
95-14897,,Notice.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}]",['Health and Human Services Department'],,1995-06-19,,,Government-Owned Inventions; Availability for Licensing,[],Notice,Artificial Intelligence
94-31006,"The Federal Aviation Administration (FAA) is soliciting proposals for research grants and cooperative agreements addressing the long-term technical needs of the National Airspace System (NAS) pursuant to Section 9205, Aviation Research Grant Program, and Section 9208, Catastrophic Failure Prevention Research Program, of the FAA Research, Engineering, and Development Authorization Act of 1990 (Public Law 101-508), and Section 107, Aviation Security Improvement Act of 1990 (Public Law 101-604). Specific research areas include air traffic control (ATC) automation, aviation applications of artificial intelligence, aviation training techniques and technologies, human factors in highly automated environments, and aircraft safety. Although Sections 9208 and 9209 of Public Law 101-508 permit the FAA Administrator to establish Centers of Excellence, availability of solicitations for Centers of Excellence will be announced in the Federal Register as they become available.",Notice of availability.,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492.json', 'parent_id': None, 'slug': 'transportation-department'}]",['Transportation Department'],,1994-12-16,,,Availability of Solicitation for Aviation Research Grants Proposals,[],Uncategorized Document,Artificial Intelligence
94-26583,"This final rule establishes escrow accounting procedures under Sections 6(g) and 10 of the Real Estate Settlement Procedures Act, 12 U.S.C. 2605(g) and 2609 (RESPA). It establishes a nationwide standard accounting method known as aggregate accounting. The rule requires servicers to use the aggregate accounting method for escrow accounts involving federally related mortgage loans that are settled on or after the effective date of this rule. It provides a three-year phase-in period for existing escrow accounts to convert to the aggregate accounting method. In addition, the final rule establishes formats and procedures for initial and annual escrow account statements. By this rulemaking, the Department is implementing the Section 10 amendments made in section 942 of the Cranston-Gonzalez National Affordable Housing Act. Conforming changes are also made to appropriate Federal Housing Administration (FHA) provisions in parts 203 and 234.",Final rule.,[],[],,1994-10-26,,,Real Estate Settlement Procedures Act (Regulation X): Escrow Accounting Procedures; Final Rule DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,[],Uncategorized Document,Artificial Intelligence
94-13244,"The purpose of this notice is to inform potential applicants of a program of cost-shared research, development, demonstration and commercialization and technology transfer (R&D) projects between the U.S. Army Corps of Engineers (Corps) and the U.S. construction industry. The purpose of the Construction Productivity Advancement Research (CPAR) Program is to assist the U.S. construction industry in enhancing its productivity and competitive position through the development and commercialization of advanced technologies, materials and constitution management systems.",Notice of availability.,"[{'raw_name': 'DEPARTMENT OF DEFENSE', 'name': 'Defense Department', 'id': 103, 'url': 'https://www.federalregister.gov/agencies/defense-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/103.json', 'parent_id': None, 'slug': 'defense-department'}, {'raw_name': 'Department of the Army', 'name': 'Army Department', 'id': 32, 'url': 'https://www.federalregister.gov/agencies/army-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/32.json', 'parent_id': 103, 'slug': 'army-department'}]","['Defense Department', 'Army Department']",1994-06-06,1994-05-31,,,Productivity Advancement Research (CPAR) Program,[],Uncategorized Document,Artificial Intelligence
X94-10217,"The Commission is reproposing Rule 13h-1 and Form 13H under Section 13(h) of the Securities Exchange Act of 1934 (``Exchange Act''). Rule 13h-1 was initially proposed by the Commission in Exchange Act Release No. 29593 (August 22, 1991), 56 FR 42550 (August 28, 1991). Reproposed Rule 13h-1 would establish an activity-based identification, recordkeeping, and reporting system for large trader accounts and transactions. Reproposed Rule 13h-1 also would establish a definition for large traders and require such large traders to file Form 13H with the Commission. Registered broker-dealers would be required to maintain transaction records for each large trader account and report transactions upon the request of the Commission or a self-regulatory organization (``SRO'') designated by the Commission. Reproposed Rule 13h-1 would fulfill the goals of the Market Reform Act of 1990 (``Market Reform Act'') by providing the Commission with the information necessary to reconstruct trading activity in periods of market stress and for enforcement or other regulatory purposes, without imposing undue burdens or costs on market participants.",Reproposed rulemaking.,"[{'raw_name': 'SECURITIES AND EXCHANGE COMMISSION', 'name': 'Securities and Exchange Commission', 'id': 466, 'url': 'https://www.federalregister.gov/agencies/securities-and-exchange-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/466.json', 'parent_id': None, 'slug': 'securities-and-exchange-commission'}]",['Securities and Exchange Commission'],,1994-02-17,False,,Large Trader Reporting System,[],Uncategorized Document,Artificial Intelligence
